type_election;sous_type_election;region;province;commune;circonscription;type_liste;parti;nom_parti_fr;nom_parti_ar;nom_fr;nom_ar;date_mandat;date_sortie;motif_sortie;votes_parti;taux_participation;total_votes
Communale;Communale;Marrakech - Safi;Youssoufia;Esbiaat;6;conseiller;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;عبد الكبير محفوظ;عبد الكبير محفوظ;;;;2360;0,7;4625
Communale;Communale;Marrakech - Safi;Youssoufia;Esbiaat;7;vice président 1;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;العربي الحربولي;العربي الحربولي;;;;2360;0,7;4625
Communale;Communale;Marrakech - Safi;Youssoufia;Esbiaat;8;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;عبد النبي السالك;عبد النبي السالك;;;;579;0,7;4625
Communale;Communale;Marrakech - Safi;Youssoufia;Esbiaat;8;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;ميلودة جبار;ميلودة جبار;;;;579;0,7;4625
Communale;Communale;Marrakech - Safi;Youssoufia;Esbiaat;9;conseiller;AFG;La coalition Fédération de la Gauche Démocratique;التحالف اتحاد اليسار الديمقراطي;احمد الهاريوي;احمد الهاريوي;;;;105;0,7;4625
Communale;Communale;Marrakech - Safi;Youssoufia;Ighoud;1;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;عبد الكبير بن علو;عبد الكبير بن علو;;;;2953;0,69;6995
Communale;Communale;Marrakech - Safi;Youssoufia;Ighoud;10;vice secrétaire du conseil;PI;Parti de l'Istiqlal;حزب الاستقلال;خالد فكري;خالد فكري;;;;1252;0,69;6995
Communale;Communale;Marrakech - Safi;Youssoufia;Ighoud;10;vice président 6;PI;Parti de l'Istiqlal;حزب الاستقلال;رشيدة سكيلة;رشيدة سكيلة;;;;1252;0,69;6995
Communale;Communale;Marrakech - Safi;Youssoufia;Ighoud;11;vice président 1;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;عيسى الداهي;عيسى الداهي;;;;1964;0,69;6995
Communale;Communale;Marrakech - Safi;Youssoufia;Ighoud;12;vice président 3;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;عبد المجيد العزاب;عبد المجيد العزاب;;;;1964;0,69;6995
Communale;Communale;Marrakech - Safi;Youssoufia;Ighoud;13;conseiller;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;محمد الجبري;محمد الجبري;;;;1964;0,69;6995
Communale;Communale;Marrakech - Safi;Youssoufia;Ighoud;14;secrétaire du conseil;MP;Mouvement Populaire;حزب الحركة الشعبية;عبد الهادي المسطوري;عبد الهادي المسطوري;;;;250;0,69;6995
Communale;Communale;Marrakech - Safi;Youssoufia;Ighoud;15;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;عبد الرزاق بيضا;عبد الرزاق بيضا;;;;250;0,69;6995
Communale;Communale;Marrakech - Safi;Youssoufia;Ighoud;16;conseiller;PJD;Parti de la Justice et du Développement;حزب العدالة والتنمية;عبد الرحيم لعميري;عبد الرحيم لعميري;;;;490;0,69;6995
Communale;Communale;Marrakech - Safi;Youssoufia;Ighoud;16;conseiller;PJD;Parti de la Justice et du Développement;حزب العدالة والتنمية;مليكة صواب;مليكة صواب;;;;490;0,69;6995
Communale;Communale;Marrakech - Safi;Youssoufia;Ighoud;17;vice président 2;PI;Parti de l'Istiqlal;حزب الاستقلال;عبد الحكيم الحاضري;عبد الحكيم الحاضري;;;;1252;0,69;6995
Communale;Communale;Marrakech - Safi;Youssoufia;Ighoud;18;conseiller;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;يوسف الجود;يوسف الجود;;;;1964;0,69;6995
Communale;Communale;Marrakech - Safi;Youssoufia;Ighoud;19;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;ابراهيم الحمريتى;ابراهيم الحمريتى;;;;2953;0,69;6995
Communale;Communale;Marrakech - Safi;Youssoufia;Ighoud;2;vice président 5;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;فاطمة الخلادي;فاطمة الخلادي;;;;1964;0,69;6995
Communale;Communale;Marrakech - Safi;Youssoufia;Ighoud;2;conseiller;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;يونس العزاب;يونس العزاب;;;;1964;0,69;6995
Communale;Communale;Marrakech - Safi;Youssoufia;Ighoud;20;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;محمد صحراوي;محمد صحراوي;;;;1252;0,69;6995
Communale;Communale;Marrakech - Safi;Youssoufia;Ighoud;21;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;ابراهيم بنفاضل;ابراهيم بنفاضل;;;;2953;0,69;6995
Communale;Communale;Marrakech - Safi;Youssoufia;Ighoud;22;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;عبد الرحيم نبفاضل;عبد الرحيم نبفاضل;;;;2953;0,69;6995
Communale;Communale;Marrakech - Safi;Youssoufia;Ighoud;23;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;هشام الهاشمي;هشام الهاشمي;;;;2953;0,69;6995
Communale;Communale;Marrakech - Safi;Youssoufia;Ighoud;3;président;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;خالد الخلادي;خالد الخلادي;;;;1964;0,69;6995
Communale;Communale;Marrakech - Safi;Youssoufia;Ighoud;4;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;عبد الكبير الدباغ;عبد الكبير الدباغ;;;;2953;0,69;6995
Communale;Communale;Marrakech - Safi;Youssoufia;Ighoud;5;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;احمد الحسناوي;احمد الحسناوي;;;;2953;0,69;6995
Communale;Communale;Marrakech - Safi;Youssoufia;Ighoud;5;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;نجوى بنخلة;نجوى بنخلة;;;;2953;0,69;6995
Communale;Communale;Marrakech - Safi;Youssoufia;Ighoud;6;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;حميد الدباغ;حميد الدباغ;;;;2953;0,69;6995
Communale;Communale;Marrakech - Safi;Youssoufia;Ighoud;7;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;ربيعة الدباغ;ربيعة الدباغ;;;;1252;0,69;6995
Communale;Communale;Marrakech - Safi;Youssoufia;Ighoud;7;vice président 4;PI;Parti de l'Istiqlal;حزب الاستقلال;عبد الله الدباغ;عبد الله الدباغ;;;;1252;0,69;6995
Communale;Communale;Marrakech - Safi;Youssoufia;Ighoud;8;conseiller;PJD;Parti de la Justice et du Développement;حزب العدالة والتنمية;عبد الرحيم فوزي;عبد الرحيم فوزي;;;;490;0,69;6995
Communale;Communale;Marrakech - Safi;Youssoufia;Ighoud;9;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;عزالدين الطالبي;عزالدين الطالبي;;;;2953;0,69;6995
Communale;Communale;Marrakech - Safi;Youssoufia;Jdour;1;président;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;علال الجليدي;علال الجليدي;;;;1997;0,73;6206
Communale;Communale;Marrakech - Safi;Youssoufia;Jdour;1;vice président 6;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;فاطمة لعميري;فاطمة لعميري;;;;1997;0,73;6206
Communale;Communale;Marrakech - Safi;Youssoufia;Jdour;10;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;عبد الوافي لحنين;عبد الوافي لحنين;;;;2281;0,73;6206
Communale;Communale;Marrakech - Safi;Youssoufia;Jdour;11;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;محمد بوهيصى;محمد بوهيصى;;;;2281;0,73;6206
Communale;Communale;Marrakech - Safi;Youssoufia;Jdour;12;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;شعبان اغلام;شعبان اغلام;;;;2281;0,73;6206
Communale;Communale;Marrakech - Safi;Youssoufia;Jdour;13;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;الحمري المدن;الحمري المدن;;;;2281;0,73;6206
Communale;Communale;Marrakech - Safi;Youssoufia;Jdour;14;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;حليم الشعبي;حليم الشعبي;;;;2281;0,73;6206
Communale;Communale;Marrakech - Safi;Youssoufia;Jdour;15;conseiller;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;المصطفى القصار;المصطفى القصار;;;;1997;0,73;6206
Communale;Communale;Marrakech - Safi;Youssoufia;Jdour;16;vice président 5;MP;Mouvement Populaire;حزب الحركة الشعبية;عبد الوهاب حركات;عبد الوهاب حركات;;;;335;0,73;6206
Communale;Communale;Marrakech - Safi;Youssoufia;Jdour;17;vice président 1;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;ابراهيم عبد البار;ابراهيم عبد البار;;;;1997;0,73;6206
Communale;Communale;Marrakech - Safi;Youssoufia;Jdour;18;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;عثمان بورقية;عثمان بورقية;;;;2281;0,73;6206
Communale;Communale;Marrakech - Safi;Youssoufia;Jdour;19;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;احمد مرفوق;احمد مرفوق;;;;2281;0,73;6206
Communale;Communale;Marrakech - Safi;Youssoufia;Jdour;2;conseiller;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;ابراهيم الطلحاوي;ابراهيم الطلحاوي;;;;1997;0,73;6206
Communale;Communale;Marrakech - Safi;Youssoufia;Jdour;20;secrétaire du conseil;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;زينب مصباح;زينب مصباح;;;;1997;0,73;6206
Communale;Communale;Marrakech - Safi;Youssoufia;Jdour;20;vice président 3;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;عبد الوهاب الدومي;عبد الوهاب الدومي;;;;1997;0,73;6206
Communale;Communale;Marrakech - Safi;Youssoufia;Jdour;21;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;خالد ميمون;خالد ميمون;;;;2281;0,73;6206
Communale;Communale;Marrakech - Safi;Youssoufia;Jdour;22;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;عبد الحق الوزاني;عبد الحق الوزاني;;;;2281;0,73;6206
Communale;Communale;Marrakech - Safi;Youssoufia;Jdour;23;vice secrétaire du conseil;PI;Parti de l'Istiqlal;حزب الاستقلال;عبدالوهاب الزواوي;عبدالوهاب الزواوي;;;;2281;0,73;6206
Communale;Communale;Marrakech - Safi;Youssoufia;Jdour;3;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;عبد النبي بويري;عبد النبي بويري;;;;2281;0,73;6206
Communale;Communale;Marrakech - Safi;Youssoufia;Jdour;4;conseiller;PJD;Parti de la Justice et du Développement;حزب العدالة والتنمية;عبد العزيز ركوبي;عبد العزيز ركوبي;;;;167;0,73;6206
Communale;Communale;Marrakech - Safi;Youssoufia;Jdour;5;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;عمر تسماوي;عمر تسماوي;;;;2281;0,73;6206
Communale;Communale;Marrakech - Safi;Youssoufia;Jdour;6;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;عبد القادر الخطاب;عبد القادر الخطاب;;;;2281;0,73;6206
Communale;Communale;Marrakech - Safi;Youssoufia;Jdour;6;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;نعيمة حبيبي;نعيمة حبيبي;;;;2281;0,73;6206
Communale;Communale;Marrakech - Safi;Youssoufia;Jdour;7;conseiller;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;زهرة البدري;زهرة البدري;;;;1997;0,73;6206
Communale;Communale;Marrakech - Safi;Youssoufia;Jdour;7;vice président 2;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;مسعود غضوفي;مسعود غضوفي;;;;1997;0,73;6206
Communale;Communale;Marrakech - Safi;Youssoufia;Jdour;8;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;محمد فكري;محمد فكري;;;;1325;0,73;6206
Communale;Communale;Marrakech - Safi;Youssoufia;Jdour;9;vice président 4;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;السعدية هادي;السعدية هادي;;;;1997;0,73;6206
Communale;Communale;Marrakech - Safi;Youssoufia;Jdour;9;conseiller;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;عبد الراحيم رماني;عبد الراحيم رماني;;;;1997;0,73;6206
Communale;Communale;Marrakech - Safi;Youssoufia;Jnane Bouih;1;président;PI;Parti de l'Istiqlal;حزب الاستقلال;حسن البهي;حسن البهي;;;;3338;0,74;6552
Communale;Communale;Marrakech - Safi;Youssoufia;Jnane Bouih;10;vice président 3;PI;Parti de l'Istiqlal;حزب الاستقلال;بوشعيب الفردوسي;بوشعيب الفردوسي;;;;3338;0,74;6552
Communale;Communale;Marrakech - Safi;Youssoufia;Jnane Bouih;10;vice président 6;PI;Parti de l'Istiqlal;حزب الاستقلال;نوال سندي;نوال سندي;;;;3338;0,74;6552
Communale;Communale;Marrakech - Safi;Youssoufia;Jnane Bouih;11;vice président 2;PI;Parti de l'Istiqlal;حزب الاستقلال;عبد السلام عطيف;عبد السلام عطيف;;;;3338;0,74;6552
Communale;Communale;Marrakech - Safi;Youssoufia;Jnane Bouih;12;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;عبد الناصر العوفي;عبد الناصر العوفي;;;;786;0,74;6552
Communale;Communale;Marrakech - Safi;Youssoufia;Jnane Bouih;13;conseiller;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;محمد الكراعي;محمد الكراعي;;;;1434;0,74;6552
Communale;Communale;Marrakech - Safi;Youssoufia;Jnane Bouih;14;conseiller;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;سعيد لعكيدي;سعيد لعكيدي;;;;1434;0,74;6552
Communale;Communale;Marrakech - Safi;Youssoufia;Jnane Bouih;15;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;الحسين الجلولي;الحسين الجلولي;;;;786;0,74;6552
Communale;Communale;Marrakech - Safi;Youssoufia;Jnane Bouih;16;conseiller;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;هشام البزاوي;هشام البزاوي;;;;1434;0,74;6552
Communale;Communale;Marrakech - Safi;Youssoufia;Jnane Bouih;17;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;امبارك بوشهبون;امبارك بوشهبون;;;;377;0,74;6552
Communale;Communale;Marrakech - Safi;Youssoufia;Jnane Bouih;18;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;رشيدة شناع;رشيدة شناع;;;;3338;0,74;6552
Communale;Communale;Marrakech - Safi;Youssoufia;Jnane Bouih;18;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;عبد الرحيم الدخية;عبد الرحيم الدخية;;;;3338;0,74;6552
Communale;Communale;Marrakech - Safi;Youssoufia;Jnane Bouih;19;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;عبدالعاطي الزهر;عبدالعاطي الزهر;;;;3338;0,74;6552
Communale;Communale;Marrakech - Safi;Youssoufia;Jnane Bouih;2;vice président 4;PI;Parti de l'Istiqlal;حزب الاستقلال;نور الدين مشناعي;نور الدين مشناعي;;;;3338;0,74;6552
Communale;Communale;Marrakech - Safi;Youssoufia;Jnane Bouih;20;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;عبد الكبير المجرادي;عبد الكبير المجرادي;;;;3338;0,74;6552
Communale;Communale;Marrakech - Safi;Youssoufia;Jnane Bouih;21;conseiller;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;عبد العاطي قدارا;عبد العاطي قدارا;;;;1434;0,74;6552
Communale;Communale;Marrakech - Safi;Youssoufia;Jnane Bouih;21;conseiller;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;كوتر قدارا;كوتر قدارا;;;;1434;0,74;6552
Communale;Communale;Marrakech - Safi;Youssoufia;Jnane Bouih;22;vice président 5;PI;Parti de l'Istiqlal;حزب الاستقلال;الكوشي الخلوقي;الكوشي الخلوقي;;;;3338;0,74;6552
Communale;Communale;Marrakech - Safi;Youssoufia;Jnane Bouih;23;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;الفاطمي الزكوري;الفاطمي الزكوري;;;;3338;0,74;6552
Communale;Communale;Marrakech - Safi;Youssoufia;Jnane Bouih;3;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;عمر الغديري;عمر الغديري;;;;3338;0,74;6552
Communale;Communale;Marrakech - Safi;Youssoufia;Jnane Bouih;4;secrétaire du conseil;PI;Parti de l'Istiqlal;حزب الاستقلال;محمد الصادق;محمد الصادق;;;;3338;0,74;6552
Communale;Communale;Marrakech - Safi;Youssoufia;Jnane Bouih;5;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;عبد السلام التوبة;عبد السلام التوبة;;;;3338;0,74;6552
Communale;Communale;Marrakech - Safi;Youssoufia;Jnane Bouih;6;vice secrétaire du conseil;PI;Parti de l'Istiqlal;حزب الاستقلال;محمد الشهابي;محمد الشهابي;;;;3338;0,74;6552
Communale;Communale;Marrakech - Safi;Youssoufia;Jnane Bouih;7;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;عمر لمفضل;عمر لمفضل;;;;3338;0,74;6552
Communale;Communale;Marrakech - Safi;Youssoufia;Jnane Bouih;8;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;إلهام الثوبة;إلهام الثوبة;;;;3338;0,74;6552
Communale;Communale;Marrakech - Safi;Youssoufia;Jnane Bouih;8;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;عبد الفتاح عائدي;عبد الفتاح عائدي;;;;3338;0,74;6552
Communale;Communale;Marrakech - Safi;Youssoufia;Jnane Bouih;9;vice président 1;PI;Parti de l'Istiqlal;حزب الاستقلال;سفيان عائدي;سفيان عائدي;;;;3338;0,74;6552
Communale;Communale;Marrakech - Safi;Youssoufia;Jnane Bouih;9;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;ليلى نعيم;ليلى نعيم;;;;3338;0,74;6552
Communale;Communale;Marrakech - Safi;Youssoufia;Lakhoualqa;1;vice président 4;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;عبد المجيد فضلى;عبد المجيد فضلى;;;;2028;0,73;4560
Communale;Communale;Marrakech - Safi;Youssoufia;Lakhoualqa;10;conseiller;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;عبد الحكيم بالغرابية;عبد الحكيم بالغرابية;;;;1166;0,73;4560
Communale;Communale;Marrakech - Safi;Youssoufia;Lakhoualqa;11;vice président 1;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;مولاي اسماعيل النواوي;مولاي اسماعيل النواوي;;;;2028;0,73;4560
Communale;Communale;Marrakech - Safi;Youssoufia;Lakhoualqa;12;conseiller;UC;Union Constitutionnelle;حزب الاتحاد الدستوري;عبدالمولى اليوسفي;عبدالمولى اليوسفي;;;;283;0,73;4560
Communale;Communale;Marrakech - Safi;Youssoufia;Lakhoualqa;13;président;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;احمد العجيلي;احمد العجيلي;;;;2028;0,73;4560
Communale;Communale;Marrakech - Safi;Youssoufia;Lakhoualqa;14;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;مولاي عمر بنسيدى;مولاي عمر بنسيدى;;;;2028;0,73;4560
Communale;Communale;Marrakech - Safi;Youssoufia;Lakhoualqa;15;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;عبد الحق الناصيري;عبد الحق الناصيري;;;;2028;0,73;4560
Communale;Communale;Marrakech - Safi;Youssoufia;Lakhoualqa;16;conseiller;USFP;Union Socialiste des Forces Populaires;حزب الاتحاد الاشتراكي للقوات الشعبية;حبيبة الطالبي;حبيبة الطالبي;;;;174;0,73;4560
Communale;Communale;Marrakech - Safi;Youssoufia;Lakhoualqa;16;conseiller;USFP;Union Socialiste des Forces Populaires;حزب الاتحاد الاشتراكي للقوات الشعبية;حسن الازهري;حسن الازهري;;;;174;0,73;4560
Communale;Communale;Marrakech - Safi;Youssoufia;Lakhoualqa;17;vice président 3;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;ربيع العمرانى;ربيع العمرانى;;;;2028;0,73;4560
Communale;Communale;Marrakech - Safi;Youssoufia;Lakhoualqa;18;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;عائشة البطاش;عائشة البطاش;;;;2028;0,73;4560
Communale;Communale;Marrakech - Safi;Youssoufia;Lakhoualqa;18;vice président 2;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;عبد العزيز اعليوات;عبد العزيز اعليوات;;;;2028;0,73;4560
Communale;Communale;Marrakech - Safi;Youssoufia;Lakhoualqa;19;conseiller;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;محمد بوعلالي;محمد بوعلالي;;;;1166;0,73;4560
Communale;Communale;Marrakech - Safi;Youssoufia;Lakhoualqa;2;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;محمد الحاضر;محمد الحاضر;;;;840;0,73;4560
Communale;Communale;Marrakech - Safi;Youssoufia;Lakhoualqa;20;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;سميرة الحلوي;سميرة الحلوي;;;;2028;0,73;4560
Communale;Communale;Marrakech - Safi;Youssoufia;Lakhoualqa;20;secrétaire du conseil;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;عبد الفتاح الصغير;عبد الفتاح الصغير;;;;2028;0,73;4560
Communale;Communale;Marrakech - Safi;Youssoufia;Lakhoualqa;21;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;عبد الرحيم بن عزيزة;عبد الرحيم بن عزيزة;;;;2028;0,73;4560
Communale;Communale;Marrakech - Safi;Youssoufia;Lakhoualqa;22;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;عبد السلام دبيري;عبد السلام دبيري;;;;2028;0,73;4560
Communale;Communale;Marrakech - Safi;Youssoufia;Lakhoualqa;22;vice président 6;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;نجية الدبيري;نجية الدبيري;;;;2028;0,73;4560
Communale;Communale;Marrakech - Safi;Youssoufia;Lakhoualqa;23;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;الحسن الغداوي;الحسن الغداوي;;;;2028;0,73;4560
Communale;Communale;Marrakech - Safi;Youssoufia;Lakhoualqa;3;conseiller;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;مصطفى الشادلي;مصطفى الشادلي;;;;1166;0,73;4560
Communale;Communale;Marrakech - Safi;Youssoufia;Lakhoualqa;4;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;أحمد الزاهيري;أحمد الزاهيري;;;;840;0,73;4560
Communale;Communale;Marrakech - Safi;Youssoufia;Lakhoualqa;5;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;حسن الصاديق;حسن الصاديق;;;;840;0,73;4560
Communale;Communale;Marrakech - Safi;Youssoufia;Lakhoualqa;6;conseiller;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;عبد الله العباري;عبد الله العباري;;;;1166;0,73;4560
Communale;Communale;Marrakech - Safi;Youssoufia;Lakhoualqa;7;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;جواد خليل;جواد خليل;;;;840;0,73;4560
Communale;Communale;Marrakech - Safi;Youssoufia;Lakhoualqa;8;conseiller;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;ياسين جودار;ياسين جودار;;;;1166;0,73;4560
Communale;Communale;Marrakech - Safi;Youssoufia;Lakhoualqa;9;vice secrétaire du conseil;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;عبد اللطيف البشراوى;عبد اللطيف البشراوى;;;;2028;0,73;4560
Communale;Communale;Marrakech - Safi;Youssoufia;Lakhoualqa;9;vice président 5;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;هدى عنور;هدى عنور;;;;2028;0,73;4560
Communale;Communale;Marrakech - Safi;Youssoufia;Ras El Ain;1;conseiller;UC;Union Constitutionnelle;حزب الاتحاد الدستوري;خليل مشقوقي;خليل مشقوقي;;;;2162;0,74;6106
Communale;Communale;Marrakech - Safi;Youssoufia;Ras El Ain;1;conseiller;UC;Union Constitutionnelle;حزب الاتحاد الدستوري;رجاء مشقوقي;رجاء مشقوقي;;;;2162;0,74;6106
Communale;Communale;Marrakech - Safi;Youssoufia;Ras El Ain;10;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;خالد المحفوظي;خالد المحفوظي;;;;2376;0,74;6106
Communale;Communale;Marrakech - Safi;Youssoufia;Ras El Ain;11;conseiller;UC;Union Constitutionnelle;حزب الاتحاد الدستوري;عبدالهادي عاشير;عبدالهادي عاشير;;;;2162;0,74;6106
Communale;Communale;Marrakech - Safi;Youssoufia;Ras El Ain;12;vice président 3;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;سماعيل الاصفر;سماعيل الاصفر;;;;2376;0,74;6106
Communale;Communale;Marrakech - Safi;Youssoufia;Ras El Ain;13;vice secrétaire du conseil;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;المصطفى ديكار;المصطفى ديكار;;;;2376;0,74;6106
Communale;Communale;Marrakech - Safi;Youssoufia;Ras El Ain;14;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;حميد النويني;حميد النويني;;;;2376;0,74;6106
Communale;Communale;Marrakech - Safi;Youssoufia;Ras El Ain;15;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;سفيان القاسمي;سفيان القاسمي;;;;2376;0,74;6106
Communale;Communale;Marrakech - Safi;Youssoufia;Ras El Ain;16;conseiller;UC;Union Constitutionnelle;حزب الاتحاد الدستوري;عمر ميدوني;عمر ميدوني;;;;2162;0,74;6106
Communale;Communale;Marrakech - Safi;Youssoufia;Ras El Ain;17;vice président 2;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;عبد الرحيم القاسمي;عبد الرحيم القاسمي;;;;2376;0,74;6106
Communale;Communale;Marrakech - Safi;Youssoufia;Ras El Ain;18;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;محمد البشارة;محمد البشارة;;;;2376;0,74;6106
Communale;Communale;Marrakech - Safi;Youssoufia;Ras El Ain;19;vice président 6;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;خديجة اجبيري;خديجة اجبيري;;;;2376;0,74;6106
Communale;Communale;Marrakech - Safi;Youssoufia;Ras El Ain;19;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;عبد الحق الوظيفي;عبد الحق الوظيفي;;;;2376;0,74;6106
Communale;Communale;Marrakech - Safi;Youssoufia;Ras El Ain;2;conseiller;UC;Union Constitutionnelle;حزب الاتحاد الدستوري;زينب سويبة;زينب سويبة;;;;2162;0,74;6106
Communale;Communale;Marrakech - Safi;Youssoufia;Ras El Ain;2;conseiller;UC;Union Constitutionnelle;حزب الاتحاد الدستوري;عبد القادر سويبة;عبد القادر سويبة;;;;2162;0,74;6106
