type_election;sous_type_election;region;province;commune;circonscription;type_liste;parti;nom_parti_fr;nom_parti_ar;nom_fr;nom_ar;date_mandat;date_sortie;motif_sortie;votes_parti;taux_participation;total_votes
Communale;Communale;Rabat - Salé - Kénitra;Rabat;Yacoub El Mansour (Arrond.);1;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;عبد السلام بكاري;عبد السلام بكاري;;;;2137;0,31;25594
Communale;Communale;Rabat - Salé - Kénitra;Rabat;Yacoub El Mansour (Arrond.);1;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;عبدالحق مجاهد;عبدالحق مجاهد;;;;2685;0,31;25594
Communale;Communale;Rabat - Salé - Kénitra;Rabat;Yacoub El Mansour (Arrond.);1;président;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;عبدالفتاح العوني;عبدالفتاح العوني;;;;4456;0,31;25594
Communale;Communale;Rabat - Salé - Kénitra;Rabat;Yacoub El Mansour (Arrond.);1;conseiller;UC;Union Constitutionnelle;حزب الاتحاد الدستوري;عبدالقادر تاتو;عبدالقادر تاتو;;;;706;0,31;25594
Communale;Communale;Rabat - Salé - Kénitra;Rabat;Yacoub El Mansour (Arrond.);1;conseiller;AFG;La coalition Fédération de la Gauche Démocratique;التحالف اتحاد اليسار الديمقراطي;فاروق مهداوي;فاروق مهداوي;;;;1182;0,31;25594
Communale;Communale;Rabat - Salé - Kénitra;Rabat;Yacoub El Mansour (Arrond.);1;conseiller;PJD;Parti de la Justice et du Développement;حزب العدالة والتنمية;فاطمة حاص;فاطمة حاص;;;;1965;0,31;25594
Communale;Communale;Rabat - Salé - Kénitra;Rabat;Yacoub El Mansour (Arrond.);1;conseiller;PJD;Parti de la Justice et du Développement;حزب العدالة والتنمية;لحسن العمراني;لحسن العمراني;;;;1965;0,31;25594
Communale;Communale;Rabat - Salé - Kénitra;Rabat;Yacoub El Mansour (Arrond.);1;vice président 5;PI;Parti de l'Istiqlal;حزب الاستقلال;ماجدة لعريش;ماجدة لعريش;;;;2137;0,31;25594
Communale;Communale;Rabat - Salé - Kénitra;Rabat;Yacoub El Mansour (Arrond.);1;conseiller;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;مجيدة زري;مجيدة زري;;;;4456;0,31;25594
Communale;Communale;Rabat - Salé - Kénitra;Rabat;Yacoub El Mansour (Arrond.);1;conseiller;USFP;Union Socialiste des Forces Populaires;حزب الاتحاد الاشتراكي للقوات الشعبية;محمد بولمان;محمد بولمان;;;;1190;0,31;25594
Communale;Communale;Rabat - Salé - Kénitra;Rabat;Yacoub El Mansour (Arrond.);1;vice président 3;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;محمد جاد زهراش;محمد جاد زهراش;;;;4456;0,31;25594
Communale;Communale;Rabat - Salé - Kénitra;Rabat;Yacoub El Mansour (Arrond.);1;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;محمد مدهون;محمد مدهون;;;;2137;0,31;25594
Communale;Communale;Rabat - Salé - Kénitra;Rabat;Yacoub El Mansour (Arrond.);1;conseiller;AFG;La coalition Fédération de la Gauche Démocratique;التحالف اتحاد اليسار الديمقراطي;محمد مغاري;محمد مغاري;;;;1182;0,31;25594
Communale;Communale;Rabat - Salé - Kénitra;Rabat;Yacoub El Mansour (Arrond.);1;conseiller;PPS;Parti du Progrès et du Socialisme;حزب التقدم والاشتراكية;مصطفى جياف;مصطفى جياف;;;;1221;0,31;25594
Communale;Communale;Rabat - Salé - Kénitra;Rabat;Yacoub El Mansour (Arrond.);1;conseiller;PJD;Parti de la Justice et du Développement;حزب العدالة والتنمية;مولاي احفيض مستعين;مولاي احفيض مستعين;;;;1965;0,31;25594
Communale;Communale;Rabat - Salé - Kénitra;Rabat;Yacoub El Mansour (Arrond.);1;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;مونية بن حسين;مونية بن حسين;;;;8402;0,31;25594
Communale;Communale;Rabat - Salé - Kénitra;Rabat;Yacoub El Mansour (Arrond.);1;vice président 7;USFP;Union Socialiste des Forces Populaires;حزب الاتحاد الاشتراكي للقوات الشعبية;نادية حاجي;نادية حاجي;;;;1190;0,31;25594
Communale;Communale;Rabat - Salé - Kénitra;Rabat;Yacoub El Mansour (Arrond.);1;secrétaire du conseil;MP;Mouvement Populaire;حزب الحركة الشعبية;نزهة بادرة;نزهة بادرة;;;;2685;0,31;25594
Communale;Communale;Rabat - Salé - Kénitra;Rabat;Yacoub El Mansour (Arrond.);1;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;هبة الرجراجي;هبة الرجراجي;;;;2685;0,31;25594
Communale;Communale;Rabat - Salé - Kénitra;Rabat;Yacoub El Mansour (Arrond.);1;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;هدى لخشين;هدى لخشين;;;;8402;0,31;25594
Communale;Communale;Rabat - Salé - Kénitra;Rabat;Yacoub El Mansour (Arrond.);1;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;يونس واسلم;يونس واسلم;;;;8402;0,31;25594
Communale;Communale;Rabat - Salé - Kénitra;Salé;Ameur;1;conseiller;PPS;Parti du Progrès et du Socialisme;حزب التقدم والاشتراكية;بلغازية السكات;بلغازية السكات;;;;695;0,55;9661
Communale;Communale;Rabat - Salé - Kénitra;Salé;Ameur;10;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;الكبير بموسى;الكبير بموسى;;;;3836;0,55;9661
Communale;Communale;Rabat - Salé - Kénitra;Salé;Ameur;11;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;علي كروم;علي كروم;;;;3836;0,55;9661
Communale;Communale;Rabat - Salé - Kénitra;Salé;Ameur;12;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;محمد الدهايبي;محمد الدهايبي;;;;3901;0,55;9661
Communale;Communale;Rabat - Salé - Kénitra;Salé;Ameur;13;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;احمد هلا;احمد هلا;;;;3901;0,55;9661
Communale;Communale;Rabat - Salé - Kénitra;Salé;Ameur;14;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;علي قامة;علي قامة;;;;3901;0,55;9661
Communale;Communale;Rabat - Salé - Kénitra;Salé;Ameur;15;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;عبد الالاه النشواني;عبد الالاه النشواني;;;;3901;0,55;9661
Communale;Communale;Rabat - Salé - Kénitra;Salé;Ameur;16;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;امحمد كربوب;امحمد كربوب;;;;3901;0,55;9661
Communale;Communale;Rabat - Salé - Kénitra;Salé;Ameur;17;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;محمد الصابر;محمد الصابر;;;;3836;0,55;9661
Communale;Communale;Rabat - Salé - Kénitra;Salé;Ameur;18;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;علال بلقساري;علال بلقساري;;;;3901;0,55;9661
Communale;Communale;Rabat - Salé - Kénitra;Salé;Ameur;19;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;هشام المومني;هشام المومني;;;;3901;0,55;9661
Communale;Communale;Rabat - Salé - Kénitra;Salé;Ameur;2;président;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;ابتسام فطاح;ابتسام فطاح;;;;3836;0,55;9661
